63;Гаврилов;Филипп;Артемович;03.12.1984;826450828716;196-271-161-61;21 71 854004;79493986564;gavrilov349@gmail.com;72
64;Лукин;Лев;Корнеевич;23.06.1999;616844766823;156-624-890-31;45 73 609612;79317823768;lukin259@ya.ru;30
65;Денисов;Филипп;Николаевич;06.02.1978;519287480071;180-324-586-59;69 69 962674;79219207529;denisov738@gmail.com;55
66;Шаров;Антон;Олегович;17.12.1999;614193168790;179-524-266-71;78 63 761368;79527220959;sharov414@bk.ru;72
67;Одинцов;Тимур;Георгиевич;05.12.1988;420655270813;181-964-728-83;21 17 923765;79988258407;odintsov244@ya.ru;28
68;Королёв;Назар;Тимофеевич;09.01.1996;311510815133;157-920-927-36;81 27 921248;79044964289;koroljov549@mail.ru;60
69;Попов;Денис;Денисович;24.04.1996;442637582153;181-504-428-19;55 19 344523;79637636165;popov569@mail.ru;55
70;Александров;Егор;Тихонович;30.05.1998;242005370170;153-792-846-59;27 96 450041;79361155894;aleksandrov249@list.ru;28
71;Туров;Марат;Тихонович;05.09.1981;228887885392;126-773-296-88;51 82 756448;79185743936;turov265@mail.ru;74
72;Титов;Даниил;Платонович;19.12.1998;138584917052;170-918-334-52;57 62 442109;79646729398;titov494@ya.ru;87
73;Королёв;Артём;Юрьевич;06.11.1986;982134534139;172-427-236-48;25 45 913035;79586048541;koroljov337@ya.ru;44
74;Семёнов;Алексей;Иванович;22.02.1987;656238701436;184-740-741-15;53 96 507397;79831943724;semjonov597@list.ru;74
75;Журавлёв;Василий;Евгеньевич;20.11.1994;952240206741;182-664-471-59;89 76 235196;79237887985;zhuravljov486@ya.ru;28
76;Евсеев;Святослав;Платонович;30.04.1986;943671304983;135-593-308-38;69 23 933501;79967394903;evseev715@list.ru;59
77;Козлов;Олег;Федорович;13.04.1980;441253757434;198-118-497-46;45 64 297087;79324584447;kozlov610@gmail.com;57
78;Беляков;Георгий;Антонович;03.06.1984;159434781192;190-937-947-87;81 34 507026;79697797090;belyakov46@list.ru;33
79;Михеев;Иван;Савельевич;20.02.1992;601198526304;150-607-365-52;30 65 846211;79084479627;mikheev307@mail.ru;15
80;Ермаков;Эдуард;Михайлович;18.12.1985;199551714309;151-391-942-36;87 97 655116;79135908444;ermakov49@list.ru;11
81;Богданов;Филипп;Робертович;01.01.1980;605693330792;181-920-641-71;26 43 453612;79844328113;bogdanov151@mail.ru;50
82;Галкин;Арсений;Евгеньевич;25.12.1981;669994259137;192-374-433-76;55 44 531656;79166775497;galkin742@bk.ru;19
83;Агафонов;Даниил;Наумович;28.03.1984;724275706233;153-503-255-87;91 19 139198;79976428625;agafonov22@list.ru;46
84;Калашников;Игнат;Родионович;10.12.1988;255376367632;151-385-133-88;86 77 635492;79208431632;kalashnikov343@list.ru;71
85;Карпов;Георгий;Тимофеевич;07.10.1980;814982190466;193-262-551-32;28 64 491284;79276558864;karpov449@ya.ru;41
86;Лапин;Федор;Валериевич;09.03.1989;843284751258;193-127-205-22;69 77 364081;79512080866;lapin208@list.ru;70
87;Сидоров;Тимур;Семенович;18.10.1986;260019700827;140-171-487-78;19 66 913367;79219059521;sidorov232@bk.ru;27
88;Крылов;Олег;Матвеевич;05.07.1984;824562258813;163-400-663-32;54 80 873677;79593934443;krylov685@list.ru;34
89;Блинов;Григорий;Наумович;19.01.1995;929641629820;183-834-399-91;47 55 126905;79765109641;blinov275@ya.ru;77
90;Данилов;Федор;Юрьевич;08.09.1987;650910342652;184-154-784-87;96 49 890921;79023372160;danilov55@list.ru;38
91;Носков;Владислав;Максимович;18.08.1985;644291837555;134-727-134-25;58 54 118896;79595017588;noskov280@list.ru;87
92;Мясников;Максим;Михайлович;30.05.1996;501696434514;194-650-776-68;19 33 944421;79262921547;myasnikov711@bk.ru;9
93;Пономарёв;Денис;Богданович;29.10.1986;167027514094;184-957-936-36;61 24 963995;79364316281;ponomarjov553@bk.ru;72
94;Волков;Виталий;Аркадьевич;30.08.1984;425384315016;157-714-656-53;82 24 689672;79383094291;volkov640@ya.ru;79
95;Денисов;Виталий;Вячеславович;07.08.1990;819534766762;141-141-224-86;20 61 273701;79685984122;denisov599@bk.ru;73
96;Мельников;Владислав;Борисович;12.05.1997;360153932808;190-577-254-65;26 77 761442;79711225121;melnikov663@list.ru;23
97;Ширяев;Константин;Егорович;22.09.1978;324344540459;157-824-801-63;63 55 523980;79437920305;shiryaev458@gmail.com;40
98;Захаров;Михаил;Денисович;04.08.1980;263039633344;198-809-291-44;21 24 571009;79697987887;zakharov83@ya.ru;89
99;Воронцов;Владимир;Родионович;27.01.1988;691511362203;117-732-671-23;82 26 522446;79867130917;vorontsov64@list.ru;40
100;Кудряшов;Арсен;Алексеевич;13.03.1996;183569682299;181-805-744-45;56 70 820528;79969043936;kudryashov34@list.ru;49
101;Кузьмин;Леонид;Денисович;26.06.1999;128195732481;153-570-228-78;40 68 619822;79145891003;kuzmin680@gmail.com;42
102;Игнатьев;Юрий;Артемович;25.04.2000;911387800769;191-583-382-27;31 86 347452;79335422845;ignatev718@mail.ru;83
103;Романов;Данила;Наумович;05.06.1981;720575650317;121-168-342-31;54 71 153226;79584789718;romanov609@bk.ru;2
104;Носков;Семен;Степанович;19.01.1989;556211229616;145-881-586-74;51 88 439092;79814720209;noskov571@bk.ru;76
105;Ситников;Илья;Дмитриевич;29.12.1997;470065515336;174-213-402-82;49 48 189413;79659144042;sitnikov676@bk.ru;71
106;Меркушев;Даниил;Денисович;24.05.1991;442771672547;119-171-597-75;81 90 198820;79191612138;merkushev572@bk.ru;86
107;Доронин;Борис;Сергеевич;14.08.1992;885930361926;196-139-808-33;32 68 736428;79451243060;doronin534@bk.ru;45
108;Гаврилов;Данила;Павлович;27.04.1984;725579593708;115-670-135-54;54 18 250689;79734443374;gavrilov533@gmail.com;46
109;Фёдоров;Юрий;Назарович;11.07.1983;612421976222;174-539-809-14;76 55 748245;79417200563;fjodorov422@bk.ru;6
110;Морозов;Игнат;Олегович;27.03.1989;580828353335;131-237-559-70;30 86 453838;79536859077;morozov290@mail.ru;40
111;Прохоров;Егор;Аркадьевич;19.04.1982;938675822675;145-850-545-85;72 57 753712;79067885042;prokhorov766@bk.ru;33
112;Павлов;Владимир;Арсеньевич;08.05.1982;286966844344;169-855-779-68;74 66 253874;79478598672;pavlov768@ya.ru;24
113;Марков;Иван;Феликсович;05.04.1990;152268465173;121-399-590-33;60 24 624799;79612334282;markov709@bk.ru;42
114;Калинин;Георгий;Геннадиевич;08.11.1988;602071383003;119-635-852-67;37 63 242283;79686377922;kalinin388@bk.ru;68
115;Савин;Андрей;Наумович;19.08.1991;923022252233;190-950-914-69;29 35 272649;79273331060;savin217@bk.ru;61
116;Богданов;Степан;Емельянович;01.11.1984;205659193128;145-804-831-51;65 46 524227;79343649042;bogdanov192@gmail.com;24
117;Жуков;Ростислав;Феликсович;12.01.1990;636497951282;124-414-621-35;21 66 338184;79613757336;zhukov664@bk.ru;86
118;Гаврилов;Илья;Афанасьевич;02.06.1982;641023608854;138-755-756-77;20 55 121714;79708063174;gavrilov535@bk.ru;44
119;Мухин;Игорь;Олегович;06.06.1981;309313310807;177-774-794-75;84 70 522765;79851673118;mukhin568@list.ru;74
120;Фомин;Дмитрий;Платонович;19.05.1993;501535418730;122-925-490-74;65 88 409678;79465781286;fomin499@mail.ru;18
121;Наумов;Денис;Маркович;01.07.1997;790351747638;194-530-199-76;26 65 221814;79179570855;naumov772@gmail.com;23
122;Лебедев;Вячеслав;Николаевич;28.01.1978;592603542925;187-699-929-38;50 60 505126;79616212115;lebedev675@list.ru;48
123;Никитин;Родион;Арсеньевич;28.02.1983;134033672624;168-811-273-41;57 46 555006;79426248367;nikitin267@bk.ru;27
124;Моисеев;Алексей;Юрьевич;18.02.1989;680436663054;185-886-667-42;35 77 741895;79857008596;moiseev622@ya.ru;63
125;Ширяев;Николай;Сергеевич;24.04.1979;609232900954;174-587-181-53;60 59 822751;79736306503;shiryaev115@bk.ru;63
126;Одинцов;Сергей;Ильич;10.09.1978;655794868201;164-524-783-18;80 60 708441;79796662805;odintsov347@list.ru;23
127;Максимов;Алексей;Сергеевич;14.02.2000;668874434594;185-414-329-80;43 27 335024;79537286288;maksimov190@list.ru;6
128;Калашников;Петр;Матвеевич;12.11.1980;764705755576;187-297-860-78;72 68 897387;79116745683;kalashnikov764@list.ru;30
129;Гуляев;Евгений;Феликсович;13.01.2000;819377123945;141-615-170-59;26 72 929641;79614656714;gulyaev261@ya.ru;75
130;Муравьёв;Артём;Ильич;14.06.1980;713493661089;172-414-902-81;54 75 550365;79799365766;muravjov748@gmail.com;36
131;Горбунов;Валерий;Степанович;04.05.1994;671003636392;172-419-702-56;96 69 720798;79813861657;gorbunov347@ya.ru;1
132;Симонов;Григорий;Тимофеевич;14.06.1989;956499652670;157-872-233-15;80 49 593317;79683391202;simonov311@ya.ru;65
133;Гурьев;Анатолий;Романович;20.04.1982;315675881515;177-180-654-64;77 57 375055;79279370680;gurev638@gmail.com;66
134;Соболев;Арсений;Степанович;09.08.1991;713854131229;168-935-629-47;73 36 662357;79586193333;sobolev437@gmail.com;76
135;Кулаков;Александр;Васильевич;09.02.1997;783618819482;150-950-922-85;55 92 620924;79265390395;kulakov148@mail.ru;71
136;Анисимов;Святослав;Корнеевич;22.09.1978;591299427305;129-624-116-87;34 50 428957;79371920053;anisimov356@bk.ru;73
137;Маслов;Алексей;Всеволодович;14.03.1982;927703335562;188-338-849-27;92 37 787455;79016675573;maslov625@list.ru;6
138;Петров;Мирослав;Антонович;12.01.1980;657517387555;120-459-160-29;29 30 519748;79736090849;petrov772@list.ru;51
139;Колобов;Владислав;Васильевич;22.08.1997;677072194311;182-536-301-22;79 91 902787;79571274070;kolobov484@ya.ru;77
140;Горбунов;Илья;Сергеевич;26.12.1991;751955483965;167-875-405-27;40 51 908939;79654522431;gorbunov44@gmail.com;15
141;Гришин;Тимофей;Степанович;19.11.1979;247718263268;198-510-175-13;61 19 597407;79614336819;grishin170@bk.ru;12
142;Степанов;Глеб;Львович;01.02.1983;866861956434;171-586-433-49;86 28 136796;79126969029;stepanov509@gmail.com;62
143;Муравьёв;Макар;Иванович;21.04.2000;650206892474;189-829-586-55;41 75 308286;79979557173;muravjov146@list.ru;1
144;Евдокимов;Игнат;Давыдович;30.12.1988;664756491035;116-630-742-32;49 81 625010;79899567365;evdokimov366@mail.ru;43
145;Пахомов;Арсений;Всеволодович;03.04.1996;979421499467;179-861-245-28;70 94 488200;79051493295;pakhomov744@mail.ru;6
146;Моисеев;Глеб;Максимович;29.08.1979;923134730256;116-579-556-36;82 17 882152;79169571232;moiseev544@mail.ru;50
147;Фролов;Владислав;Михайлович;14.10.1982;634027516844;196-913-887-32;64 58 839432;79711285569;frolov480@gmail.com;50
148;Назаров;Артём;Викторович;11.04.2000;436941971706;169-246-958-58;17 26 795745;79223069945;nazarov528@gmail.com;48
149;Белоусов;Матвей;Давыдович;24.01.1992;116304348094;117-668-433-22;28 29 256542;79717445919;belousov103@mail.ru;1
150;Панфилов;Иван;Антонович;05.08.1988;115643497295;144-852-389-70;60 55 301097;79822628962;panfilov72@gmail.com;53
151;Бирюков;Богдан;Артемович;01.10.1998;491945539171;121-204-746-83;88 56 615868;79749353260;biryukov587@list.ru;32
152;Кузьмин;Илья;Львович;20.12.1995;355103694984;123-666-294-68;58 56 922697;79751488156;kuzmin211@ya.ru;10
153;Гаврилов;Роман;Наумович;27.09.1992;776268257804;119-398-127-40;70 60 491679;79465172296;gavrilov393@mail.ru;53
154;Корнилов;Александр;Витальевич;01.08.1994;299109190638;181-226-467-32;53 38 196720;79164526077;kornilov311@list.ru;76
155;Силин;Тимофей;Юрьевич;18.11.1981;502658736811;156-386-613-90;43 55 770528;79676219787;silin517@ya.ru;60
156;Авдеев;Святослав;Кириллович;24.08.1997;680692534661;186-852-153-52;55 33 455435;79657915149;avdeev160@gmail.com;42
157;Крылов;Тихон;Данилович;30.06.1979;437885152076;118-896-386-38;39 91 676823;79799011453;krylov569@list.ru;73
158;Александров;Руслан;Григорьевич;07.03.1984;321736470971;191-762-557-44;81 56 199995;79539136369;aleksandrov69@list.ru;76
159;Князев;Даниил;Викторович;16.07.1991;329525532177;166-689-147-84;78 77 865875;79568479957;knyazev50@list.ru;83
160;Кудрявцев;Артём;Корнеевич;31.12.1988;608573866351;163-838-336-29;72 65 797526;79017336489;kudryavtsev362@ya.ru;69
161;Дьячков;Роман;Маркович;31.10.1982;779987837420;130-380-474-67;81 57 869024;79359162388;dyachkov273@list.ru;70
162;Константинов;Игорь;Иванович;12.11.1984;328713676325;120-716-875-89;92 67 625623;79042831259;konstantinov80@ya.ru;37
163;Никонов;Юрий;Макарович;03.10.1984;608845449328;196-576-517-62;47 44 460285;79749229397;nikonov689@bk.ru;76
164;Воронцов;Виктор;Кириллович;11.03.1983;451112794074;121-375-746-82;72 36 394909;79809325791;vorontsov629@ya.ru;11
165;Силин;Николай;Викторович;14.09.1984;932409904411;180-604-503-35;93 91 607369;79358562920;silin679@bk.ru;33
166;Дьячков;Вячеслав;Яковлевич;07.03.1994;177128632182;175-165-226-15;78 72 897949;79675570191;dyachkov318@gmail.com;16
167;Назаров;Валерий;Наумович;05.12.1978;671889961387;161-333-890-30;46 23 912176;79804383972;nazarov485@list.ru;56
168;Козлов;Даниил;Корнеевич;25.04.1983;167108402538;144-208-682-15;42 86 363384;79612823347;kozlov285@ya.ru;22
169;Муравьёв;Назар;Львович;25.06.1982;479317881026;130-282-476-73;70 46 912396;79317520668;muravjov569@ya.ru;39
170;Комаров;Виталий;Георгиевич;01.09.1984;805746773687;132-210-553-47;54 56 464021;79734797674;komarov570@mail.ru;48
171;Иванов;Роман;Васильевич;05.06.1989;403434507063;193-650-302-33;19 42 860415;79939154826;ivanov309@gmail.com;86
172;Рогов;Тихон;Емельянович;08.08.1984;796421314567;178-207-240-18;23 85 856757;79463843380;rogov627@bk.ru;17
173;Борисов;Павел;Павлович;01.11.1985;750370212655;121-587-905-52;77 87 627863;79864859483;borisov728@ya.ru;89
174;Кабанов;Антон;Михайлович;27.05.1989;868599584404;118-290-325-62;53 95 387285;79473164073;kabanov186@mail.ru;31
175;Данилов;Роман;Арсеньевич;30.12.1981;925664479781;149-868-277-46;65 30 574223;79207334628;danilov657@list.ru;86
176;Сысоев;Мирон;Богданович;01.03.1983;357873717544;166-678-423-46;96 17 920314;79683390705;sysoev344@mail.ru;40
177;Потапов;Игнат;Ильич;28.10.1984;156544324331;136-156-960-42;76 67 232743;79458165237;potapov353@ya.ru;59
178;Муравьёв;Дмитрий;Вячеславович;15.01.1999;442298843319;171-712-936-89;76 82 255994;79156968896;muravjov50@gmail.com;24
179;Овчинников;Всеволод;Назарович;09.05.1982;138002119749;171-475-581-54;81 51 308806;79978766607;ovchinnikov166@ya.ru;4
180;Самсонов;Петр;Николаевич;17.11.1996;701807340627;130-252-755-64;65 31 921368;79815898795;samsonov497@gmail.com;62
181;Ефремов;Егор;Павлович;19.09.1988;795053260018;139-411-337-75;28 90 415772;79053515978;efremov368@gmail.com;51
182;Владимиров;Тихон;Емельянович;10.11.1989;402946207641;145-314-682-78;87 86 599335;79554375404;vladimirov512@bk.ru;30
183;Большаков;Вячеслав;Владимирович;15.02.1987;796417336651;152-923-635-73;20 45 272051;79776227563;bolshakov174@list.ru;35
184;Филатов;Иван;Валериевич;21.04.1982;322714514831;118-233-467-21;50 92 324797;79522055574;filatov548@bk.ru;68
185;Доронин;Даниил;Михайлович;17.11.1993;311407565012;164-627-822-88;21 47 563125;79386619885;doronin97@mail.ru;1
186;Лазарев;Станислав;Савельевич;21.08.1989;731864513136;180-533-394-70;80 22 337577;79297157316;lazarev270@ya.ru;15
187;Аксёнов;Тимур;Олегович;11.12.1984;245359282179;143-159-518-57;56 29 481811;79869139974;aksjonov206@bk.ru;48
188;Наумов;Валерий;Геннадиевич;07.05.1990;629039729708;192-318-415-36;33 65 898280;79539011042;naumov673@bk.ru;41
189;Зуев;Мирон;Леонидович;18.04.1996;793549513012;177-889-934-93;45 55 656980;79456389372;zuev194@ya.ru;2
190;Яковлев;Макар;Андреевич;10.08.1983;928997815462;161-183-894-60;82 89 684005;79657818027;yakovlev499@list.ru;5
191;Харитонов;Виталий;Романович;05.09.2000;898384344195;117-777-404-37;18 68 434041;79839568588;kharitonov754@list.ru;33
192;Павлов;Богдан;Ильич;02.03.1991;193705569928;117-184-700-58;73 83 870643;79787020230;pavlov533@mail.ru;9
193;Соболев;Данила;Витальевич;21.09.2000;795864757775;133-301-335-66;91 74 284839;79917978895;sobolev202@gmail.com;65
194;Одинцов;Григорий;Валериевич;04.07.1992;116626397983;187-274-659-87;59 71 134703;79053108971;odintsov432@mail.ru;4
195;Давыдов;Николай;Павлович;03.03.1982;430608827291;125-699-738-37;94 66 603462;79044783302;davydov101@mail.ru;44
196;Аксёнов;Назар;Григорьевич;11.02.1987;897474703456;168-409-245-71;72 44 390554;79919103018;aksjonov438@list.ru;54
197;Потапов;Ростислав;Егорович;12.06.1991;568665132360;151-926-505-13;44 90 587422;79771891813;potapov659@ya.ru;57
198;Макаров;Олег;Константинович;03.04.1989;471339241982;149-724-465-37;63 53 183765;79554813361;makarov157@ya.ru;45
199;Савельев;Ринат;Максимович;01.12.1993;232083510898;149-165-862-75;92 80 464696;79473065999;savelev736@bk.ru;66
200;Блинов;Игорь;Станиславович;08.12.1995;499651751731;138-790-491-50;93 87 696779;79817368924;blinov17@mail.ru;7
201;Козлов;Константин;Григорьевич;06.07.1985;695673448215;159-916-884-31;52 90 517729;79338951064;kozlov712@list.ru;47
202;Дементьев;Семен;Ильич;17.02.1990;518274788364;131-340-658-36;23 26 560028;79448888079;dementev119@mail.ru;26
203;Иванов;Макар;Родионович;07.08.1995;948347255573;183-162-160-36;81 62 870598;79505822998;ivanov681@list.ru;16
204;Мишин;Ростислав;Максимович;19.10.1982;874400480189;132-923-318-57;71 17 545019;79254497811;mishin559@bk.ru;50
205;Калинин;Артур;Андреевич;01.07.1983;394244129536;174-949-839-16;89 35 796455;79346692793;kalinin351@ya.ru;77
206;Жуков;Родион;Платонович;27.09.1982;911089700216;170-411-664-84;43 70 534384;79879394310;zhukov753@list.ru;54
207;Кабанов;Назар;Тихонович;28.04.1996;285173303714;166-897-163-64;18 52 709882;79829262923;kabanov34@ya.ru;22
208;Самсонов;Павел;Ярославович;29.01.1984;896348302391;124-827-847-18;63 34 653873;79505166415;samsonov112@bk.ru;13
209;Алексеев;Данил;Михайлович;11.11.1987;189889678751;115-539-367-28;89 83 733583;79795865019;alekseev14@list.ru;83
210;Веселов;Виталий;Ярославович;18.02.1996;153398403606;170-180-370-48;32 32 855072;79913422997;veselov623@bk.ru;27
211;Пономарёв;Егор;Семенович;17.04.1991;350188213105;153-469-530-72;36 59 241465;79825990360;ponomarjov598@ya.ru;13
212;Дроздов;Назар;Вадимович;24.04.1981;278350637395;120-816-254-86;26 42 869145;79423878572;drozdov330@bk.ru;58
213;Блинов;Вячеслав;Владимирович;31.03.1978;130695960433;175-708-853-48;22 83 779828;79227471259;blinov498@ya.ru;39
214;Шестаков;Иван;Наумович;24.10.1991;618778368730;156-505-674-83;18 30 809188;79056499628;shestakov391@mail.ru;73
215;Дементьев;Дмитрий;Артемович;11.05.1997;520540799487;192-899-941-49;93 48 486849;79888881833;dementev698@bk.ru;67
216;Волков;Евгений;Денисович;11.09.1980;246825585920;196-415-144-16;62 17 194432;79563417778;volkov274@bk.ru;72
217;Никитин;Анатолий;Евгеньевич;04.07.1995;123147394402;192-323-437-61;70 60 729795;79363551809;nikitin419@bk.ru;67
218;Тимофеев;Константин;Александрович;22.01.1998;130826977905;175-338-534-85;57 65 509612;79707071894;timofeev92@gmail.com;25
219;Нестеров;Влад;Анатольевич;20.07.1987;954326856732;138-920-513-61;27 82 856745;79598425943;nesterov494@mail.ru;49
